"qseqid","sseqid","protein","drugs","nod","pident","len","mis","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"345132147","AEN75266.1","Genome polyprotein","DB08644","1","23.31","429","263","13","1535","1932","1065","1458","6.00E-12","69.7"
"345132147","AEN75266.1","Genome polyprotein","DB08701","1","24.53","424","270","14","1536","1936","1070","1466","1.00E-11","68.9"
"345132147","AEN75266.1","Genome polyprotein","DB07238","1","22.63","433","269","13","1535","1936","1065","1462","7.00E-11","66.2"
"345132147","AEN75266.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","23.08","429","264","14","1535","1932","1065","1458","3.00E-10","64.3"
"345132147","AEN75266.1","Genome polyprotein","DB04137","1","25.69","436","285","18","1635","2044","1840","2262","3.00E-10","64.3"
"345132147","AEN75266.1","Genome polyprotein","DB04137","1","25.79","190","95","7","3055","3233","3614","3768","7.00E-05","46.6"
"345132147","AEN75266.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","22.76","457","284","14","1535","1957","1065","1486","3.00E-10","63.9"
"345132147","AEN75266.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","22.76","457","284","14","1535","1957","1065","1486","4.00E-10","63.5"
"345132147","AEN75266.1","Genome polyprotein","DB01720 DB04005","2","22.2","437","280","12","1522","1932","1056","1458","1.00E-09","62"
"345132147","AEN75266.1","Genome polyprotein","DB08747","1","22.4","433","270","13","1535","1936","1065","1462","5.00E-09","60.1"
"345132147","AEN75266.1","Genome polyprotein","DB03388 DB03647","2","22.46","423","280","13","1536","1936","1070","1466","1.00E-08","58.5"
"345132147","AEN75266.1","NS3/4A protein","DB05521 DB08873","2","24.15","443","267","17","1513","1927","26","427","8.00E-08","55.8"
"345132147","AEN75266.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","968","1045","120","206","0.33","33.5"
"345132147","AEN75266.1","NS3 protease","DB06290 DB07582","2","24.16","149","87","5","1545","1685","49","179","2.7","30.4"
"345132145","AEN75265.1","Genome polyprotein","DB04473","1","56.07","3424","1453","28","1","3412","1","3385","0","3968"
"345132145","AEN75265.1","Genome polyprotein","DB01693 DB01752","2","55.42","3414","1482","25","3","3410","2","3381","0","3920"
"345132145","AEN75265.1","Genome polyprotein","DB04473","1","49.8","1024","500","10","291","1311","1","1013","0","1095"
"345132145","AEN75265.1","Genome polyprotein","DB04473","1","65.48","646","216","4","1470","2113","1043","1683","0","890"
"345132145","AEN75265.1","Genome polyprotein","DB08644","1","22.86","420","284","11","1529","1930","1065","1462","5.00E-12","70.1"
"345132145","AEN75265.1","Genome polyprotein","DB08701","1","24.29","424","271","14","1530","1930","1070","1466","2.00E-11","67.8"
"345132145","AEN75265.1","Genome polyprotein","DB07238","1","22.2","428","277","11","1529","1930","1065","1462","7.00E-11","66.2"
"345132145","AEN75265.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","22.43","428","276","12","1529","1930","1065","1462","2.00E-10","64.7"
"345132145","AEN75265.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","22.35","452","292","12","1529","1951","1065","1486","2.00E-10","64.3"
"345132145","AEN75265.1","Genome polyprotein","DB04137","1","25.23","436","287","17","1629","2038","1840","2262","4.00E-10","63.9"
"345132145","AEN75265.1","Genome polyprotein","DB04137","1","25.79","190","95","7","3049","3227","3614","3768","7.00E-05","46.6"
"345132145","AEN75265.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","22.35","452","292","12","1529","1951","1065","1486","4.00E-10","63.9"
"345132145","AEN75265.1","Genome polyprotein","DB01720 DB04005","2","22.2","437","280","12","1516","1926","1056","1458","8.00E-10","62.8"
"345132145","AEN75265.1","Genome polyprotein","DB08747","1","21.96","428","278","11","1529","1930","1065","1462","3.00E-09","60.8"
"345132145","AEN75265.1","Genome polyprotein","DB03388 DB03647","2","22.22","423","281","13","1530","1930","1070","1466","3.00E-08","57.4"
"345132145","AEN75265.1","NS3/4A protein","DB05521 DB08873","2","23.53","442","271","15","1507","1921","26","427","7.00E-08","55.8"
"345132145","AEN75265.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","962","1039","120","206","0.27","33.9"
"345132145","AEN75265.1","NS3 protease","DB06290 DB07582","2","22.92","144","95","3","1539","1679","49","179","2.9","30"
"345132145","AEN75265.1","Hepatocyte growth factor","DB02264 DB03959 DB05030 DB05434","4","25","84","59","2","1020","1099","152","235","3.4","30.8"
"345132145","AEN75265.1","Meso-diaminopimelate D-dehydrogenase","DB02892 DB03590","2","23.33","90","69","0","2440","2529","106","195","8.2","29.3"
"345132143","AEN75264.1","Genome polyprotein","DB04473","1","56.18","3430","1446","29","1","3418","1","3385","0","3970"
"345132143","AEN75264.1","Genome polyprotein","DB01693 DB01752","2","55.24","3418","1488","23","3","3416","2","3381","0","3917"
"345132143","AEN75264.1","Genome polyprotein","DB04473","1","49.42","1028","504","9","291","1317","1","1013","0","1088"
"345132143","AEN75264.1","Genome polyprotein","DB04473","1","65.63","646","215","4","1476","2119","1043","1683","0","890"
"345132143","AEN75264.1","Genome polyprotein","DB08644","1","23.75","421","271","13","1535","1932","1065","1458","2.00E-12","71.2"
"345132143","AEN75264.1","Genome polyprotein","DB08701","1","24.76","424","269","14","1536","1936","1070","1466","6.00E-12","70.1"
"345132143","AEN75264.1","Genome polyprotein","DB07238","1","23.06","425","277","13","1535","1936","1065","1462","3.00E-11","67.4"
"345132143","AEN75264.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","23.16","449","292","14","1535","1957","1065","1486","1.00E-10","65.5"
"345132143","AEN75264.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","23.28","421","273","13","1535","1932","1065","1458","2.00E-10","65.1"
"345132143","AEN75264.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","23.16","449","292","14","1535","1957","1065","1486","2.00E-10","64.7"
"345132143","AEN75264.1","Genome polyprotein","DB01720 DB04005","2","22.61","429","288","12","1522","1932","1056","1458","5.00E-10","63.5"
"345132143","AEN75264.1","Genome polyprotein","DB04137","1","25.69","436","285","18","1635","2044","1840","2262","9.00E-10","62.8"
"345132143","AEN75264.1","Genome polyprotein","DB04137","1","26.32","190","94","7","3055","3233","3614","3768","6.00E-05","46.6"
"345132143","AEN75264.1","Genome polyprotein","DB08747","1","22.82","425","278","13","1535","1936","1065","1462","2.00E-09","61.6"
"345132143","AEN75264.1","Genome polyprotein","DB03388 DB03647","2","22.7","423","279","13","1536","1936","1070","1466","9.00E-09","59.3"
"345132143","AEN75264.1","NS3/4A protein","DB05521 DB08873","2","23.93","443","268","17","1513","1927","26","427","1.00E-07","55.5"
"345132143","AEN75264.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","968","1045","120","206","0.11","35"
"345132143","AEN75264.1","NS3 protease","DB06290 DB07582","2","24.39","123","75","4","1545","1659","49","161","2.4","30.4"
"345132143","AEN75264.1","Hepatocyte growth factor","DB02264 DB03959 DB05030 DB05434","4","26.19","84","58","2","1026","1105","152","235","2.4","31.2"
"345132141","AEN75263.1","Genome polyprotein","DB04473","1","56.3","3430","1442","29","1","3418","1","3385","0","3975"
"345132141","AEN75263.1","Genome polyprotein","DB01693 DB01752","2","55.5","3418","1479","25","3","3416","2","3381","0","3926"
"345132141","AEN75263.1","Genome polyprotein","DB04473","1","48.57","1083","537","12","291","1372","1","1064","0","1104"
"345132141","AEN75263.1","Genome polyprotein","DB04473","1","65.48","646","216","4","1476","2119","1043","1683","0","889"
"345132141","AEN75263.1","Genome polyprotein","DB08644","1","23.52","421","272","13","1535","1932","1065","1458","7.00E-12","69.7"
"345132141","AEN75263.1","Genome polyprotein","DB08701","1","24.53","424","270","14","1536","1936","1070","1466","1.00E-11","68.9"
"345132141","AEN75263.1","Genome polyprotein","DB07238","1","22.63","433","269","13","1535","1936","1065","1462","8.00E-11","66.2"
"345132141","AEN75263.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","23.08","429","264","14","1535","1932","1065","1458","3.00E-10","63.9"
"345132141","AEN75263.1","Genome polyprotein","DB04137","1","25.77","454","262","20","1635","2044","1840","2262","4.00E-10","63.9"
"345132141","AEN75263.1","Genome polyprotein","DB04137","1","25.79","190","95","7","3055","3233","3614","3768","6.00E-05","46.6"
"345132141","AEN75263.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","22.76","457","284","14","1535","1957","1065","1486","4.00E-10","63.9"
"345132141","AEN75263.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","22.76","457","284","14","1535","1957","1065","1486","5.00E-10","63.5"
"345132141","AEN75263.1","Genome polyprotein","DB01720 DB04005","2","22.2","437","280","12","1522","1932","1056","1458","1.00E-09","62"
"345132141","AEN75263.1","Genome polyprotein","DB08747","1","22.4","433","270","13","1535","1936","1065","1462","4.00E-09","60.5"
"345132141","AEN75263.1","Genome polyprotein","DB03388 DB03647","2","22.46","423","280","13","1536","1936","1070","1466","2.00E-08","58.5"
"345132141","AEN75263.1","NS3/4A protein","DB05521 DB08873","2","24.15","443","267","17","1513","1927","26","427","9.00E-08","55.5"
"345132141","AEN75263.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","968","1045","120","206","0.26","33.9"
"345132141","AEN75263.1","NS3 protease","DB06290 DB07582","2","24.16","149","87","5","1545","1685","49","179","2.3","30.4"
"345132141","AEN75263.1","Hepatocyte growth factor","DB02264 DB03959 DB05030 DB05434","4","25","84","59","2","1026","1105","152","235","4","30.4"
"189092758","ACD75819.1","Genome polyprotein","DB04473","1","56.24","3414","1444","27","14","3418","13","3385","0","3953"
"189092758","ACD75819.1","Genome polyprotein","DB01693 DB01752","2","55.12","3418","1492","24","3","3416","2","3381","0","3900"
"189092758","ACD75819.1","Genome polyprotein","DB04473","1","49.42","1028","504","10","291","1317","1","1013","0","1083"
"189092758","ACD75819.1","Genome polyprotein","DB04473","1","65.48","646","216","4","1476","2119","1043","1683","0","890"
"189092758","ACD75819.1","Genome polyprotein","DB08644","1","23.81","420","272","13","1535","1932","1065","1458","2.00E-12","71.2"
"189092758","ACD75819.1","Genome polyprotein","DB08701","1","24.76","424","269","15","1536","1936","1070","1466","1.00E-11","68.9"
"189092758","ACD75819.1","Genome polyprotein","DB07238","1","23.11","424","278","13","1535","1936","1065","1462","3.00E-11","67.4"
"189092758","ACD75819.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","23.33","420","274","13","1535","1932","1065","1458","2.00E-10","65.1"
"189092758","ACD75819.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","23.21","448","293","14","1535","1957","1065","1486","2.00E-10","65.1"
"189092758","ACD75819.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","23.21","448","293","14","1535","1957","1065","1486","2.00E-10","64.7"
"189092758","ACD75819.1","Genome polyprotein","DB01720 DB04005","2","23.04","434","280","14","1522","1932","1056","1458","3.00E-10","63.9"
"189092758","ACD75819.1","Genome polyprotein","DB04137","1","25.46","436","286","17","1635","2044","1840","2262","3.00E-09","61.2"
"189092758","ACD75819.1","Genome polyprotein","DB04137","1","25.26","190","96","6","3055","3233","3614","3768","9.00E-05","46.2"
"189092758","ACD75819.1","Genome polyprotein","DB08747","1","22.64","424","280","12","1535","1936","1065","1462","8.00E-09","59.3"
"189092758","ACD75819.1","Genome polyprotein","DB03388 DB03647","2","22.7","423","279","14","1536","1936","1070","1466","2.00E-08","58.5"
"189092758","ACD75819.1","NS3/4A protein","DB05521 DB08873","2","24.32","444","265","19","1513","1927","26","427","3.00E-07","53.9"
"189092758","ACD75819.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","968","1045","120","206","0.11","35"
"189092758","ACD75819.1","Hepatocyte growth factor","DB02264 DB03959 DB05030 DB05434","4","26.19","84","58","2","1026","1105","152","235","2.2","31.6"
"974030531","ALY05362.1","Genome polyprotein","DB01693 DB01752","2","62.55","235","88","0","1","235","2715","2949","8.00E-101","322"
"974030531","ALY05362.1","Genome polyprotein","DB04473","1","61.28","235","91","0","1","235","2716","2950","7.00E-97","311"
"974030531","ALY05362.1","DNA-dependent protein kinase catalytic subunit","DB00201 DB05210","2","40","30","18","0","74","103","642","671","1.3","27.7"
"974030531","ALY05362.1","Vascular endothelial growth factor receptor 3","DB00398 DB01268 DB04879 DB05075 DB06080 DB06101 DB06589 DB06626 DB08896 DB09078 DB09079","11","33.33","57","33","2","71","123","54","109","2.4","26.9"
"974030531","ALY05362.1","Serine hydroxymethyltransferase mitochondrial","DB00114 DB00116 DB00145","3","33.33","48","29","2","174","219","24","70","5.5","25.8"
"974030531","ALY05362.1","Serine hydroxymethyltransferase","DB00114 DB00116 DB00145","3","33.33","48","29","2","174","219","24","70","5.6","25.8"
"969945757","ALU33341.1","Genome polyprotein","DB04473","1","56.35","3427","1445","28","1","3418","1","3385","0","3975"
"969945757","ALU33341.1","Genome polyprotein","DB01693 DB01752","2","55.35","3418","1484","24","3","3416","2","3381","0","3914"
"969945757","ALU33341.1","Genome polyprotein","DB04473","1","49.81","1028","500","10","291","1317","1","1013","0","1090"
"969945757","ALU33341.1","Genome polyprotein","DB04473","1","65.63","646","215","4","1476","2119","1043","1683","0","892"
"969945757","ALU33341.1","Genome polyprotein","DB08644","1","23.99","421","270","14","1535","1932","1065","1458","4.00E-12","70.5"
"969945757","ALU33341.1","Genome polyprotein","DB08701","1","24.76","424","269","14","1536","1936","1070","1466","1.00E-11","68.9"
"969945757","ALU33341.1","Genome polyprotein","DB07238","1","23.52","421","272","14","1535","1932","1065","1458","7.00E-11","66.2"
"969945757","ALU33341.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","23.52","421","272","14","1535","1932","1065","1458","3.00E-10","64.3"
"969945757","ALU33341.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","23.39","449","291","15","1535","1957","1065","1486","4.00E-10","63.9"
"969945757","ALU33341.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","23.39","449","291","15","1535","1957","1065","1486","6.00E-10","63.2"
"969945757","ALU33341.1","Genome polyprotein","DB01720 DB04005","2","22.84","429","287","13","1522","1932","1056","1458","9.00E-10","62.8"
"969945757","ALU33341.1","Genome polyprotein","DB04137","1","25.69","436","285","18","1635","2044","1840","2262","2.00E-09","61.6"
"969945757","ALU33341.1","Genome polyprotein","DB04137","1","25.26","190","96","6","3055","3233","3614","3768","9.00E-05","46.2"
"969945757","ALU33341.1","Genome polyprotein","DB08747","1","22.82","425","278","13","1535","1936","1065","1462","4.00E-09","60.5"
"969945757","ALU33341.1","Genome polyprotein","DB03388 DB03647","2","22.7","423","279","13","1536","1936","1070","1466","1.00E-08","58.5"
"969945757","ALU33341.1","NS3/4A protein","DB05521 DB08873","2","24.32","444","265","18","1513","1927","26","427","3.00E-07","53.9"
"969945757","ALU33341.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","968","1045","120","206","0.17","34.3"
"969945757","ALU33341.1","Hepatocyte growth factor","DB02264 DB03959 DB05030 DB05434","4","26.19","84","58","2","1026","1105","152","235","2.2","31.2"
"969945757","ALU33341.1","NS3 protease","DB06290 DB07582","2","24.39","123","75","4","1545","1659","49","161","2.5","30.4"
"969945757","ALU33341.1","Fumarate reductase flavoprotein subunit","DB07669","1","27.22","180","105","9","2488","2645","201","376","8.2","29.6"
"572167489","AHF49785.1","Genome polyprotein","DB04473","1","56.12","3430","1447","30","1","3417","1","3385","0","3963"
"572167489","AHF49785.1","Genome polyprotein","DB01693 DB01752","2","55.38","3418","1482","25","3","3415","2","3381","0","3917"
"572167489","AHF49785.1","Genome polyprotein","DB04473","1","49.71","1028","501","9","291","1317","1","1013","0","1098"
"572167489","AHF49785.1","Genome polyprotein","DB04473","1","65.63","646","215","4","1476","2119","1043","1683","0","891"
"572167489","AHF49785.1","Genome polyprotein","DB08644","1","23.29","425","276","13","1535","1936","1065","1462","6.00E-12","69.7"
"572167489","AHF49785.1","Genome polyprotein","DB08701","1","24.53","424","270","14","1536","1936","1070","1466","1.00E-11","68.9"
"572167489","AHF49785.1","Genome polyprotein","DB07238","1","22.63","433","269","13","1535","1936","1065","1462","9.00E-11","65.9"
"572167489","AHF49785.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","22.86","433","268","14","1535","1936","1065","1462","3.00E-10","64.3"
"572167489","AHF49785.1","Genome polyprotein","DB04137","1","25.77","454","262","20","1635","2044","1840","2262","4.00E-10","63.9"
"572167489","AHF49785.1","Genome polyprotein","DB04137","1","26.63","184","100","8","3055","3232","3614","3768","1.00E-04","45.8"
"572167489","AHF49785.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","22.76","457","284","14","1535","1957","1065","1486","4.00E-10","63.9"
"572167489","AHF49785.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","22.76","457","284","14","1535","1957","1065","1486","5.00E-10","63.5"
"572167489","AHF49785.1","Genome polyprotein","DB01720 DB04005","2","22.2","437","280","12","1522","1932","1056","1458","1.00E-09","62"
"572167489","AHF49785.1","Genome polyprotein","DB08747","1","22.4","433","270","13","1535","1936","1065","1462","4.00E-09","60.5"
"572167489","AHF49785.1","Genome polyprotein","DB03388 DB03647","2","22.46","423","280","13","1536","1936","1070","1466","2.00E-08","58.2"
"572167489","AHF49785.1","NS3/4A protein","DB05521 DB08873","2","24.15","443","267","17","1513","1927","26","427","1.00E-07","55.5"
"572167489","AHF49785.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","968","1045","120","206","0.27","33.9"
"572167489","AHF49785.1","Hepatocyte growth factor","DB02264 DB03959 DB05030 DB05434","4","25","84","59","2","1026","1105","152","235","2.3","31.2"
"572167489","AHF49785.1","NS3 protease","DB06290 DB07582","2","24.16","149","87","5","1545","1685","49","179","2.4","30.4"
"572167487","AHF49784.1","Genome polyprotein","DB04473","1","56.13","3424","1451","28","1","3412","1","3385","0","3975"
"572167487","AHF49784.1","Genome polyprotein","DB01693 DB01752","2","55.57","3414","1477","25","3","3410","2","3381","0","3924"
"572167487","AHF49784.1","Genome polyprotein","DB04473","1","49.9","1024","499","10","291","1311","1","1013","0","1097"
"572167487","AHF49784.1","Genome polyprotein","DB04473","1","65.63","646","215","4","1470","2113","1043","1683","0","891"
"572167487","AHF49784.1","Genome polyprotein","DB08644","1","23.29","425","276","13","1529","1930","1065","1462","6.00E-12","70.1"
"572167487","AHF49784.1","Genome polyprotein","DB08701","1","24.53","424","270","14","1530","1930","1070","1466","9.00E-12","69.3"
"572167487","AHF49784.1","Genome polyprotein","DB07238","1","22.63","433","269","13","1529","1930","1065","1462","8.00E-11","66.2"
"572167487","AHF49784.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","23.08","429","264","14","1529","1926","1065","1458","3.00E-10","64.3"
"572167487","AHF49784.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","22.76","457","284","14","1529","1951","1065","1486","3.00E-10","63.9"
"572167487","AHF49784.1","Genome polyprotein","DB04137","1","25.77","454","262","20","1629","2038","1840","2262","4.00E-10","63.9"
"572167487","AHF49784.1","Genome polyprotein","DB04137","1","25.79","190","95","7","3049","3227","3614","3768","7.00E-05","46.6"
"572167487","AHF49784.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","22.76","457","284","14","1529","1951","1065","1486","5.00E-10","63.5"
"572167487","AHF49784.1","Genome polyprotein","DB01720 DB04005","2","22.2","437","280","12","1516","1926","1056","1458","1.00E-09","62"
"572167487","AHF49784.1","Genome polyprotein","DB08747","1","22.4","433","270","13","1529","1930","1065","1462","4.00E-09","60.5"
"572167487","AHF49784.1","Genome polyprotein","DB03388 DB03647","2","22.46","423","280","13","1530","1930","1070","1466","2.00E-08","58.5"
"572167487","AHF49784.1","NS3/4A protein","DB05521 DB08873","2","24.15","443","267","17","1507","1921","26","427","1.00E-07","55.5"
"572167487","AHF49784.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","962","1039","120","206","0.27","33.9"
"572167487","AHF49784.1","Hepatocyte growth factor","DB02264 DB03959 DB05030 DB05434","4","25","84","59","2","1020","1099","152","235","2.3","31.2"
"572167487","AHF49784.1","NS3 protease","DB06290 DB07582","2","24.16","149","87","5","1539","1679","49","179","2.4","30.4"
"572167485","AHF49783.1","Genome polyprotein","DB04473","1","56.12","3430","1447","30","1","3417","1","3385","0","3964"
"572167485","AHF49783.1","Genome polyprotein","DB01693 DB01752","2","55.38","3418","1482","25","3","3415","2","3381","0","3918"
"572167485","AHF49783.1","Genome polyprotein","DB04473","1","49.71","1028","501","9","291","1317","1","1013","0","1099"
"572167485","AHF49783.1","Genome polyprotein","DB04473","1","65.63","646","215","4","1476","2119","1043","1683","0","891"
"572167485","AHF49783.1","Genome polyprotein","DB08644","1","23.29","425","276","13","1535","1936","1065","1462","6.00E-12","69.7"
"572167485","AHF49783.1","Genome polyprotein","DB08701","1","24.53","424","270","14","1536","1936","1070","1466","1.00E-11","68.9"
"572167485","AHF49783.1","Genome polyprotein","DB07238","1","22.63","433","269","13","1535","1936","1065","1462","8.00E-11","66.2"
"572167485","AHF49783.1","Genome polyprotein","DB05868 DB06038 DB06058 DB07582","4","23.08","429","264","14","1535","1932","1065","1458","3.00E-10","64.3"
"572167485","AHF49783.1","Genome polyprotein","DB04137","1","25.77","454","262","20","1635","2044","1840","2262","4.00E-10","63.9"
"572167485","AHF49783.1","Genome polyprotein","DB04137","1","26.63","184","100","8","3055","3232","3614","3768","1.00E-04","45.8"
"572167485","AHF49783.1","Genome polyprotein","DB06913 DB07085 DB07185 DB07273 DB07275 DB07547 DB07770 DB08556","8","22.76","457","284","14","1535","1957","1065","1486","4.00E-10","63.9"
"572167485","AHF49783.1","Genome polyprotein","DB02331 DB03605 DB04005 DB04137 DB04298 DB06974 DB07062 DB07169 DB07199 DB07200 DB07238 DB07414 DB07570 DB08031 DB08278 DB08279 DB08390 DB08481 DB08578 DB08579 DB08580 DB08581 DB08582 DB08701 DB08706 DB08710","26","22.76","457","284","14","1535","1957","1065","1486","5.00E-10","63.5"
"572167485","AHF49783.1","Genome polyprotein","DB01720 DB04005","2","22.2","437","280","12","1522","1932","1056","1458","1.00E-09","62"
"572167485","AHF49783.1","Genome polyprotein","DB08747","1","22.4","433","270","13","1535","1936","1065","1462","4.00E-09","60.5"
"572167485","AHF49783.1","Genome polyprotein","DB03388 DB03647","2","22.46","423","280","13","1536","1936","1070","1466","2.00E-08","58.2"
"572167485","AHF49783.1","NS3/4A protein","DB05521 DB08873","2","24.15","443","267","17","1513","1927","26","427","1.00E-07","55.5"
"572167485","AHF49783.1","NH(3)-dependent NAD(+) synthetase","DB04099","1","34.48","87","48","2","968","1045","120","206","0.27","33.9"
"572167485","AHF49783.1","Hepatocyte growth factor","DB02264 DB03959 DB05030 DB05434","4","25","84","59","2","1026","1105","152","235","2.3","31.2"
"572167485","AHF49783.1","NS3 protease","DB06290 DB07582","2","24.16","149","87","5","1545","1685","49","179","2.4","30.4"
"808396829","AKD44140.1","Genome polyprotein","DB04473","1","60.44","91","36","0","1","91","277","367","1.00E-36","131"
"808396829","AKD44140.1","Genome polyprotein","DB01693 DB01752","2","56.99","93","40","0","1","93","277","369","2.00E-36","130"
"808396829","AKD44140.1","Genome polyprotein","DB04473","1","58.43","89","37","0","5","93","1","89","5.00E-35","126"
"808396829","AKD44140.1","Reaction center protein H chain","DB04147 DB04464 DB07392 DB07551 DB07552 DB08215 DB08689 DB08690","8","44","25","14","0","28","52","69","93","6.3","23.1"
"808396829","AKD44140.1","Glutamate receptor ionotropic NMDA 2A","DB00289 DB00312 DB00418 DB00996 DB01174 DB01708 DB04896 DB06738","8","38.71","31","16","1","14","44","114","141","7.2","23.1"
"808396829","AKD44140.1","Glutamate receptor ionotropic NMDA 2A","DB00659 DB06741","2","38.71","31","16","1","14","44","114","141","7.2","23.1"
"808396829","AKD44140.1","Glutamate receptor ionotropic NMDA 2A","DB00142 DB00145 DB00454 DB00949 DB01043 DB01159 DB01520 DB06151","8","38.71","31","16","1","14","44","114","141","7.2","23.1"
"808396829","AKD44140.1","MutT/nudix family protein","DB01975 DB02059 DB03148","3","37.14","35","22","0","7","41","18","52","7.4","23.1"
"808396829","AKD44140.1","Kinesin-like protein KIF11","DB03996 DB04331 DB07064 DB08032 DB08033 DB08037 DB08198 DB08239 DB08244 DB08246 DB08250","11","52.38","21","10","0","56","76","846","866","8.6","23.1"
"808396827","AKD44139.1","Genome polyprotein","DB04473","1","60.44","91","36","0","1","91","277","367","1.00E-36","131"
"808396827","AKD44139.1","Genome polyprotein","DB01693 DB01752","2","56.99","93","40","0","1","93","277","369","2.00E-36","130"
"808396827","AKD44139.1","Genome polyprotein","DB04473","1","58.43","89","37","0","5","93","1","89","5.00E-35","126"
"808396827","AKD44139.1","Reaction center protein H chain","DB04147 DB04464 DB07392 DB07551 DB07552 DB08215 DB08689 DB08690","8","44","25","14","0","28","52","69","93","6.3","23.1"
"808396827","AKD44139.1","Glutamate receptor ionotropic NMDA 2A","DB00289 DB00312 DB00418 DB00996 DB01174 DB01708 DB04896 DB06738","8","38.71","31","16","1","14","44","114","141","7.2","23.1"
"808396827","AKD44139.1","Glutamate receptor ionotropic NMDA 2A","DB00659 DB06741","2","38.71","31","16","1","14","44","114","141","7.2","23.1"
"808396827","AKD44139.1","Glutamate receptor ionotropic NMDA 2A","DB00142 DB00145 DB00454 DB00949 DB01043 DB01159 DB01520 DB06151","8","38.71","31","16","1","14","44","114","141","7.2","23.1"
